category,extid,label,namespace,parent,priority,species,species_id,syn,syn_typ,pref_lbl,pref_id,enabled
organism-gene,PR:Q8RWU7,plant UBX domain-containing protein 4 (Arabidopsis thaliana),protein,,2.0,any,3.0,At4g04210,related,At-PUX4,PR:Q8RWU7,True
organism-gene,PR:Q9M001,"phosphatidate cytidylyltransferase 5, chloroplastic (Arabidopsis thaliana)",protein,,2.0,any,3.0,At3g60620,related,At-CDS5,PR:Q9M001,True
organism-gene,PR:Q9LET1,CDPK-related kinase 7 (Arabidopsis thaliana),protein,,2.0,any,3.0,At3g56760,related,CDPK-related kinase 7 (Arabidopsis thaliana),PR:Q9LET1,True
organism-gene,PR:Q9M2W3,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2 (Arabidopsis thaliana),protein,PR:000023527,2.0,any,3.0,At3g55030,related,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2 (Arabidopsis thaliana),PR:Q9M2W3,True
organism-gene,PR:Q9M1S9,CDT1-like protein b (Arabidopsis thaliana),protein,,2.0,any,3.0,At3g54710,related,AtCDT1b,PR:Q9M1S9,True
organism-gene,PR:P25859,cyclin-dependent kinase B1-1 (Arabidopsis thaliana),protein,PR:000005258,2.0,any,3.0,At3g54180,related,CDC2B,PR:P25859,True
organism-gene,PR:Q9SCS2,CDPK-related kinase 5 (Arabidopsis thaliana),protein,,2.0,any,3.0,At3g50530,related,CDPK-related kinase 5 (Arabidopsis thaliana),PR:Q9SCS2,True
organism-gene,PR:Q9SG12,CDPK-related kinase 6 (Arabidopsis thaliana),protein,PR:000017404,2.0,any,3.0,At3g49370,related,CDPK-related kinase 6 (Arabidopsis thaliana),PR:Q9SG12,True
organism-gene,PR:P24100,cyclin-dependent kinase A-1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At3g48750,related,CDC2,PR:P24100,True
organism-gene,PR:Q9STS3,anaphase-promoting complex subunit 8 (Arabidopsis thaliana),protein,PR:000005190,2.0,any,3.0,At3g48150,related,At-CDC23,PR:Q9STS3,True
organism-gene,PR:Q9LK22,plant UBX domain-containing protein 1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At3g27310,related,At-PUX1,PR:Q9LK22,True
organism-gene,PR:Q9LJL9,CDPK-related kinase 2 (Arabidopsis thaliana),protein,PR:000012441,2.0,any,3.0,At3g19100,related,At-CDK16,PR:Q9LJL9,True
organism-gene,PR:Q06AN9,cell division cycle protein 27 homolog A (Arabidopsis thaliana),protein,,2.0,any,3.0,At3g16320,related,At-CDC27A,PR:Q06AN9,True
organism-gene,PR:P54609,cell division control protein 48 homolog A (Arabidopsis thaliana),protein,,2.0,any,3.0,At3g09840,related,CDC48,PR:P54609,True
organism-gene,PR:Q9ZUZ2,CDPK-related kinase 3 (Arabidopsis thaliana),protein,,2.0,any,3.0,At2g46700,related,CDPK-related kinase 3 (Arabidopsis thaliana),PR:Q9ZUZ2,True
organism-gene,PR:Q94A03,"phosphatidate cytidylyltransferase 4, chloroplastic (Arabidopsis thaliana)",protein,,2.0,any,3.0,At2g45150,related,At-CDS4,PR:Q94A03,True
organism-gene,PR:Q9ZW74,plant UBX domain-containing protein 11 (Arabidopsis thaliana),protein,PR:000017021,2.0,any,3.0,At2g43210,related,F14B2.15,PR:Q9ZW74,True
organism-gene,PR:O80673,CDPK-related kinase 1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At2g41140,related,CDPK-related kinase 1 (Arabidopsis thaliana),PR:O80673,True
organism-gene,PR:O80952,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 1, chloroplastic (Arabidopsis thaliana)",protein,,2.0,any,3.0,At2g39290,related,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 1, chloroplastic (Arabidopsis thaliana)",PR:O80952,True
organism-gene,PR:Q2V419,cyclin-dependent kinase B1-2 (Arabidopsis thaliana),protein,,2.0,any,3.0,At2g38620,related,At-CDKB1-2,PR:Q2V419,True
organism-gene,PR:Q9S7I3,non-specific lipid-transfer protein 2 (Arabidopsis thaliana),protein,,2.0,any,3.0,At2g38530,related,CDF3,PR:Q9S7I3,True
organism-gene,PR:Q9SJW9,"CDT1-like protein a, chloroplastic (Arabidopsis thaliana)",protein,,2.0,any,3.0,At2g31270,related,AtCDT1a,PR:Q9SJW9,True
organism-gene,PR:O81014,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, chloroplastic (Arabidopsis thaliana)",protein,,2.0,any,3.0,At2g26930,related,PDE227,PR:O81014,True
organism-gene,PR:Q8LGU6,cell division cycle protein 27 homolog B (Arabidopsis thaliana),protein,PR:000005195,2.0,any,3.0,At2g20000,related,At-CDC27,PR:Q8LGU6,True
organism-gene,PR:O65896,cytidine deaminase 1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At2g19570,related,CDD,PR:O65896,True
organism-gene,PR:Q38872,calcium-dependent protein kinase 6 (Arabidopsis thaliana),protein,,2.0,any,3.0,At2g17290,related,CDPK3,PR:Q38872,True
organism-gene,PR:Q9ZU93,plant UBX domain-containing protein 2 (Arabidopsis thaliana),protein,,2.0,any,3.0,At2g01650,related,PUB3,PR:Q9ZU93,True
organism-gene,PR:B3DNN5,anaphase-promoting complex subunit 6 (Arabidopsis thaliana),protein,PR:000005187,2.0,any,3.0,At1g78770,related,At-CDC16,PR:B3DNN5,True
organism-gene,PR:Q8LF80,cyclin-dependent kinase B2-1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g76540,related,At-CDKB2-1,PR:Q8LF80,True
organism-gene,PR:Q9SSF8,calcium-dependent protein kinase 30 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g74740,related,CDPK1A,PR:Q9SSF8,True
organism-gene,PR:Q9C9U2,cyclin-dependent kinase D-1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g73690,related,At-CDKD-1,PR:Q9C9U2,True
organism-gene,PR:Q8LBA6,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g68000,related,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 1 (Arabidopsis thaliana),PR:Q8LBA6,True
organism-gene,PR:Q9C9M7,cyclin-dependent kinase D-2 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g66750,related,At-CDKD-2,PR:Q9C9M7,True
organism-gene,PR:O04928,phosphatidate cytidylyltransferase 1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g62430,related,At-CDS1,PR:O04928,True
organism-gene,PR:Q9FX86,CDPK-related kinase 8 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g49580,related,CDPK-related kinase 8 (Arabidopsis thaliana),PR:Q9FX86,True
organism-gene,PR:Q39016,calcium-dependent protein kinase 11 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g35670,related,CDPK2,PR:Q39016,True
organism-gene,PR:Q8LG64,cyclin-dependent kinase B2-2 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g20930,related,At-CDKB2-2,PR:Q8LG64,True
organism-gene,PR:Q9M9V8,calcium-dependent protein kinase 10 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g18890,related,CDPK1,PR:Q9M9V8,True
organism-gene,PR:Q9LMT0,cyclin-dependent kinase D-3 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g18040,related,At-CDKD-3,PR:Q9LMT0,True
organism-gene,PR:F4HXY7,CDP-diacylglycerol--serine O-phosphatidyltransferase 1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g15110,related,CDP-diacylglycerol--serine O-phosphatidyltransferase 1 (Arabidopsis thaliana),PR:F4HXY7,True
organism-gene,PR:Q9LD83,guard cell S-type anion channel SLAC1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At1g12480,related,CDI3,PR:Q9LD83,True
organism-gene,PR:Q9M2W3,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2 (Arabidopsis thaliana),protein,PR:000023527,4.0,any,3.0,At-pgsA,exact,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2 (Arabidopsis thaliana),PR:Q9M2W3,True
organism-gene,PR:Q9SG12,CDPK-related kinase 6 (Arabidopsis thaliana),protein,PR:000017404,4.0,any,3.0,At-WEE2,exact,CDPK-related kinase 6 (Arabidopsis thaliana),PR:Q9SG12,True
organism-gene,PR:Q9ZW74,plant UBX domain-containing protein 11 (Arabidopsis thaliana),protein,PR:000017021,4.0,any,3.0,At-UBXN4,exact,F14B2.15,PR:Q9ZW74,True
organism-gene,PR:Q9LD83,guard cell S-type anion channel SLAC1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-SLAC1,exact,CDI3,PR:Q9LD83,True
organism-gene,PR:Q8RWU7,plant UBX domain-containing protein 4 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-PUX4,exact,At-PUX4,PR:Q8RWU7,True
organism-gene,PR:Q9SUG6,plant UBX domain-containing protein 3 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-PUX3,exact,At-PUX3,PR:Q9SUG6,True
organism-gene,PR:Q9ZU93,plant UBX domain-containing protein 2 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-PUX2,exact,PUB3,PR:Q9ZU93,True
organism-gene,PR:Q9LK22,plant UBX domain-containing protein 1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-PUX1,exact,At-PUX1,PR:Q9LK22,True
organism-gene,PR:F4HXY7,CDP-diacylglycerol--serine O-phosphatidyltransferase 1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-PSS1,exact,CDP-diacylglycerol--serine O-phosphatidyltransferase 1 (Arabidopsis thaliana),PR:F4HXY7,True
organism-gene,PR:Q8GUK6,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-PIS2,exact,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2 (Arabidopsis thaliana),PR:Q8GUK6,True
organism-gene,PR:Q8LBA6,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-PIS1,exact,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 1 (Arabidopsis thaliana),PR:Q8LBA6,True
organism-gene,PR:O80952,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 1, chloroplastic (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-PGPS1,exact,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 1, chloroplastic (Arabidopsis thaliana)",PR:O80952,True
organism-gene,PR:Q0WRY5,serine/threonine-protein kinase PBL7 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-PBL7,exact,CDL1,PR:Q0WRY5,True
organism-gene,PR:Q9FLI7,CDGSH iron-sulfur domain-containing protein NEET (Arabidopsis thaliana),protein,,4.0,any,3.0,At-NEET,exact,CDGSH iron-sulfur domain-containing protein NEET (Arabidopsis thaliana),PR:Q9FLI7,True
organism-gene,PR:Q42396,calcium-dependent protein kinase 12 (Arabidopsis thaliana),protein,PR:000010430,4.0,any,3.0,At-MKNK2,exact,CDPK9,PR:Q42396,True
organism-gene,PR:Q42479,calcium-dependent protein kinase 3 (Arabidopsis thaliana),protein,PR:000010167,4.0,any,3.0,At-MAPKAPK5,exact,CDPK6,PR:Q42479,True
organism-gene,PR:Q9S7I3,non-specific lipid-transfer protein 2 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-LTP2,exact,CDF3,PR:Q9S7I3,True
organism-gene,PR:O81014,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, chloroplastic (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-ISPE,exact,PDE227,PR:O81014,True
organism-gene,PR:Q9LZF1,heavy metal-associated isoprenylated plant protein 6 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-HIPP06,exact,CDI19,PR:Q9LZF1,True
organism-gene,PR:Q8LPL5,protein FIZZY-RELATED 3 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-FZR3,exact,CDH1-3,PR:Q8LPL5,True
organism-gene,PR:Q8L3Z8,protein FIZZY-RELATED 2 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-FZR2,exact,CDH1-2,PR:Q8L3Z8,True
organism-gene,PR:Q8VZS9,protein FIZZY-RELATED 1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-FZR1,exact,CDH1-1,PR:Q8VZS9,True
organism-gene,PR:Q9FX86,CDPK-related kinase 8 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CRK8,exact,CDPK-related kinase 8 (Arabidopsis thaliana),PR:Q9FX86,True
organism-gene,PR:Q9LET1,CDPK-related kinase 7 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CRK7,exact,CDPK-related kinase 7 (Arabidopsis thaliana),PR:Q9LET1,True
organism-gene,PR:Q9SCS2,CDPK-related kinase 5 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CRK5,exact,CDPK-related kinase 5 (Arabidopsis thaliana),PR:Q9SCS2,True
organism-gene,PR:Q9ZUZ2,CDPK-related kinase 3 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CRK3,exact,CDPK-related kinase 3 (Arabidopsis thaliana),PR:Q9ZUZ2,True
organism-gene,PR:Q9FN50,"protein CHAPERONE-LIKE PROTEIN OF POR1, chloroplastic (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-CPP1,exact,CDF1,PR:Q9FN50,True
organism-gene,PR:Q42438,calcium-dependent protein kinase 8 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CPK8,exact,CDPK19,PR:Q42438,True
organism-gene,PR:Q38872,calcium-dependent protein kinase 6 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CPK6,exact,CDPK3,PR:Q38872,True
organism-gene,PR:Q9SSF8,calcium-dependent protein kinase 30 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CPK30,exact,CDPK1A,PR:Q9SSF8,True
organism-gene,PR:Q39016,calcium-dependent protein kinase 11 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CPK11,exact,CDPK2,PR:Q39016,True
organism-gene,PR:Q9M9V8,calcium-dependent protein kinase 10 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CPK10,exact,CDPK1,PR:Q9M9V8,True
organism-gene,PR:Q06850,calcium-dependent protein kinase 1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CPK1,exact,At-CPK1,PR:Q06850,True
organism-gene,PR:Q9M1S9,CDT1-like protein b (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDT1B,exact,AtCDT1b,PR:Q9M1S9,True
organism-gene,PR:Q9SJW9,"CDT1-like protein a, chloroplastic (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-CDT1A,exact,AtCDT1a,PR:Q9SJW9,True
organism-gene,PR:Q9M001,"phosphatidate cytidylyltransferase 5, chloroplastic (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-CDS5,exact,At-CDS5,PR:Q9M001,True
organism-gene,PR:Q94A03,"phosphatidate cytidylyltransferase 4, chloroplastic (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-CDS4,exact,At-CDS4,PR:Q94A03,True
organism-gene,PR:Q1PE48,phosphatidate cytidylyltransferase 3 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDS3,exact,At-CDS3,PR:Q1PE48,True
organism-gene,PR:O49639,phosphatidate cytidylyltransferase 2 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDS2,exact,At-CDS2,PR:O49639,True
organism-gene,PR:O04928,phosphatidate cytidylyltransferase 1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDS1,exact,At-CDS1,PR:O04928,True
organism-gene,PR:O80345,cyclin-dependent kinase F-1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDKF-1,exact,At-CDKF-1,PR:O80345,True
organism-gene,PR:Q84TI6,cyclin-dependent kinase E-1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDKE-1,exact,At-CDKE-1,PR:Q84TI6,True
organism-gene,PR:Q9LMT0,cyclin-dependent kinase D-3 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDKD-3,exact,At-CDKD-3,PR:Q9LMT0,True
organism-gene,PR:Q9C9M7,cyclin-dependent kinase D-2 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDKD-2,exact,At-CDKD-2,PR:Q9C9M7,True
organism-gene,PR:Q9C9U2,cyclin-dependent kinase D-1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDKD-1,exact,At-CDKD-1,PR:Q9C9U2,True
organism-gene,PR:Q9LFT8,cyclin-dependent kinase C-1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDKC-1,exact,At-CDKC-1,PR:Q9LFT8,True
organism-gene,PR:Q8LG64,cyclin-dependent kinase B2-2 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDKB2-2,exact,At-CDKB2-2,PR:Q8LG64,True
organism-gene,PR:Q8LF80,cyclin-dependent kinase B2-1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDKB2-1,exact,At-CDKB2-1,PR:Q8LF80,True
organism-gene,PR:Q2V419,cyclin-dependent kinase B1-2 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDKB1-2,exact,At-CDKB1-2,PR:Q2V419,True
organism-gene,PR:P24100,cyclin-dependent kinase A-1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDKA-1,exact,CDC2,PR:P24100,True
organism-gene,PR:Q8W4P1,cyclin-dependent kinase C-2 (Arabidopsis thaliana),protein,PR:000005267,4.0,any,3.0,At-CDK9,exact,At-CDK9,PR:Q8W4P1,True
organism-gene,PR:Q9FG23,CDK5RAP3-like protein (Arabidopsis thaliana),protein,PR:000005263,4.0,any,3.0,At-CDK5RAP3,exact,At-CDK5RAP3,PR:Q9FG23,True
organism-gene,PR:Q8H0V1,CDK5RAP1-like protein (Arabidopsis thaliana),protein,PR:000005261,4.0,any,3.0,At-CDK5RAP1,exact,At-CDK5RAP1,PR:Q8H0V1,True
organism-gene,PR:P25859,cyclin-dependent kinase B1-1 (Arabidopsis thaliana),protein,PR:000005258,4.0,any,3.0,At-CDK5,exact,CDC2B,PR:P25859,True
organism-gene,PR:Q9LJL9,CDPK-related kinase 2 (Arabidopsis thaliana),protein,PR:000012441,4.0,any,3.0,At-CDK16,exact,At-CDK16,PR:Q9LJL9,True
organism-gene,PR:P54609,cell division control protein 48 homolog A (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDC48A,exact,CDC48,PR:P54609,True
organism-gene,PR:Q06AN9,cell division cycle protein 27 homolog A (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDC27A,exact,At-CDC27A,PR:Q06AN9,True
organism-gene,PR:Q8LGU6,cell division cycle protein 27 homolog B (Arabidopsis thaliana),protein,PR:000005195,4.0,any,3.0,At-CDC27,exact,At-CDC27,PR:Q8LGU6,True
organism-gene,PR:Q9STS3,anaphase-promoting complex subunit 8 (Arabidopsis thaliana),protein,PR:000005190,4.0,any,3.0,At-CDC23,exact,At-CDC23,PR:Q9STS3,True
organism-gene,PR:F4K5R6,"cell division cycle 20.6, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-CDC20-6,exact,CDC20_6,PR:F4K5R6,True
organism-gene,PR:Q3E906,"cell division cycle 20.5, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-CDC20-5,exact,CDC20_5,PR:Q3E906,True
organism-gene,PR:Q4PSE4,"cell division cycle 20.4, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-CDC20-4,exact,CDC20_3,PR:Q4PSE4,True
organism-gene,PR:Q9S7H3,"cell division cycle 20.3, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-CDC20-3,exact,CDC20_4,PR:Q9S7H3,True
organism-gene,PR:Q9S7I8,"cell division cycle 20.2, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-CDC20-2,exact,CDC20_1,PR:Q9S7I8,True
organism-gene,PR:Q9SZA4,"cell division cycle 20.1, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,At-CDC20-1,exact,CDC20_2,PR:Q9SZA4,True
organism-gene,PR:B3DNN5,anaphase-promoting complex subunit 6 (Arabidopsis thaliana),protein,PR:000005187,4.0,any,3.0,At-CDC16,exact,At-CDC16,PR:B3DNN5,True
organism-gene,PR:O65896,cytidine deaminase 1 (Arabidopsis thaliana),protein,,4.0,any,3.0,At-CDA1,exact,CDD,PR:O65896,True
organism-gene,PR:Q9SB68,manganese-dependent ADP-ribose/CDP-alcohol diphosphatase (Arabidopsis thaliana),protein,,4.0,any,3.0,At-At4g24730,exact,At-At4g24730,PR:Q9SB68,True
gene,PR:000001815,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,protein,,2.0,any,3.0,Art2,related,CD296,PR:000001815,True
gene,PR:000005174,CD5 molecule-like,protein,,2.0,any,3.0,Aim,related,CD5L,PR:000005174,True
gene,PR:000001339,cytokine receptor common subunit beta,protein,,2.0,any,3.0,Aic2b,related,CD131,PR:000001339,True
gene,PR:000001093,lymphocyte function-associated antigen 3,protein,,4.0,any,3.0,Ag3,exact,CD58,PR:000001093,True
gene,PR:000000036,BMP receptor type-1B,protein,,2.0,any,3.0,Acvrlk6,related,CDw293,PR:000000036,True
gene,PR:000001378,interleukin-18 receptor accessory protein,protein,,4.0,any,3.0,AcPL,exact,CD218b,PR:000001378,True
gene,PR:000033662,multidrug resistance protein 1B,protein,,4.0,any,3.0,Abcb1b,exact,CD243,PR:000033662,True
gene,PR:000033662,multidrug resistance protein 1B,protein,,2.0,any,3.0,Abcb1,related,CD243,PR:000033662,True
gene,PR:000002037,complement component C1q receptor,protein,,2.0,any,3.0,Aa4,related,CD93,PR:000002037,True
gene,PR:000001934,sodium/potassium-transporting ATPase subunit beta-3,protein,,4.0,any,3.0,ATPB-3,exact,CD298,PR:000001934,True
gene,PR:000001934,sodium/potassium-transporting ATPase subunit beta-3,protein,,4.0,any,3.0,ATP1B3,exact,CD298,PR:000001934,True
gene,PR:000001283,ATP-binding cassette sub-family G member 2,protein,,5.0,any,3.0,ATP-binding cassette sub-family G member 2,label,CD338,PR:000001283,True
gene,PR:000004616,beta-secretase 2,protein,,2.0,any,3.0,ASP21,related,DRAP,PR:000004616,True
gene,PR:000004616,beta-secretase 2,protein,,4.0,any,3.0,ASP1,exact,DRAP,PR:000004616,True
gene,PR:000005171,DNA-directed RNA polymerase I subunit RPA34,protein,,2.0,any,3.0,ASE1,related,CD3EAP,PR:000005171,True
gene,PR:000005171,DNA-directed RNA polymerase I subunit RPA34,protein,,4.0,any,3.0,ASE-1,exact,CD3EAP,PR:000005171,True
gene,PR:000001886,major prion protein,protein,,4.0,any,3.0,ASCR,exact,CD230,PR:000001886,True
gene,PR:000004337,neutral ceramidase,protein,,4.0,any,3.0,ASAH2,exact,NCDase,PR:000004337,True
gene,PR:000001853,ecto-ADP-ribosyltransferase 4,protein,,4.0,any,3.0,ART4,exact,CD297,PR:000001853,True
gene,PR:000001815,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,protein,,4.0,any,3.0,ART1,exact,CD296,PR:000001815,True
gene,PR:000004301,cerebral dopamine neurotrophic factor,protein,,2.0,any,3.0,ARMETL1,related,CDNF,PR:000004301,True
gene,PR:000013988,Rho-related GTP-binding protein RhoV,protein,,2.0,any,3.0,ARHV,related,RHOV,PR:000013988,True
gene,PR:000013987,Rho-related GTP-binding protein RhoU,protein,,2.0,any,3.0,ARHU,related,CDC42L1,PR:000013987,True
gene,PR:000005228,Rho GTPase-activating protein 31,protein,,4.0,any,3.0,ARHGAP31,exact,CDGAP,PR:000005228,True
gene,PR:000004218,Rho GTPase-activating protein 1,protein,,4.0,any,3.0,ARHGAP1,exact,CDC42GAP,PR:000004218,True
gene,PR:000001447,cadherin-1,protein,,4.0,any,3.0,ARC-1,exact,CDHE,PR:000001447,True
gene,PR:000001893,natural cytotoxicity triggering receptor 1,protein,,4.0,any,3.0,AR-1,exact,CD335,PR:000001893,True
gene,PR:000000095,tumor necrosis factor ligand superfamily member 6,protein,,4.0,any,3.0,APTL,exact,CD95L,PR:000000095,True
gene,PR:000000095,tumor necrosis factor ligand superfamily member 6,protein,,2.0,any,3.0,APT1LG1,related,CD95L,PR:000000095,True
